Municipality name;Official municipality code (AGS);Name of municipality ass.;Code of municipality associations (RS)
Dodenburg;7231023;Wittlich-Land;72315008.0
Dreis;7231024;Wittlich-Land;72315008.0
Eckfeld;7231025;Wittlich-Land;72315008.0
Eisenschmitt;7231026;Wittlich-Land;72315008.0
Enkirch;7231029;Traben-Trarbach;72315009.0
Erden;7231030;Bernkastel-Kues;72315001.0
Esch;7231031;Wittlich-Land;72315008.0
Etgert;7231032;Thalfang am Erbeskopf;72315006.0
Flußbach;7231033;Traben-Trarbach;72315009.0
Gielert;7231035;Thalfang am Erbeskopf;72315006.0
Gipperath;7231036;Wittlich-Land;72315008.0
Gladbach;7231037;Wittlich-Land;72315008.0
Gornhausen;7231040;Bernkastel-Kues;72315001.0
Graach an der Mosel;7231041;Bernkastel-Kues;72315001.0
Gräfendhron;7231042;Thalfang am Erbeskopf;72315006.0
Greimerath;7231044;Wittlich-Land;72315008.0
Großlittgen;7231046;Wittlich-Land;72315008.0
Hasborn;7231049;Wittlich-Land;72315008.0
Heckenmünster;7231050;Wittlich-Land;72315008.0
Heidweiler;7231051;Wittlich-Land;72315008.0
Hetzerath;7231053;Wittlich-Land;72315008.0
Hilscheid;7231054;Thalfang am Erbeskopf;72315006.0
Hochscheid;7231056;Bernkastel-Kues;72315001.0
Hontheim;7231057;Traben-Trarbach;72315009.0
Horath;7231058;Thalfang am Erbeskopf;72315006.0
Hupperath;7231062;Wittlich-Land;72315008.0
Immert;7231064;Thalfang am Erbeskopf;72315006.0
Karl;7231065;Wittlich-Land;72315008.0
Kesten;7231066;Bernkastel-Kues;72315001.0
Kinderbeuern;7231067;Traben-Trarbach;72315009.0
Kinheim;7231068;Traben-Trarbach;72315009.0
Klausen;7231069;Wittlich-Land;72315008.0
Kleinich;7231070;Bernkastel-Kues;72315001.0
Kommen;7231071;Bernkastel-Kues;72315001.0
Kröv;7231072;Traben-Trarbach;72315009.0
Laufeld;7231074;Wittlich-Land;72315008.0
Lieser;7231075;Bernkastel-Kues;72315001.0
Lösnich;7231076;Bernkastel-Kues;72315001.0
Longkamp;7231077;Bernkastel-Kues;72315001.0
Lückenburg;7231078;Thalfang am Erbeskopf;72315006.0
Malborn;7231079;Thalfang am Erbeskopf;72315006.0
Manderscheid, Stadt;7231080;Wittlich-Land;72315008.0
Maring-Noviand;7231081;Bernkastel-Kues;72315001.0
Meerfeld;7231082;Wittlich-Land;72315008.0
Merschbach;7231083;Thalfang am Erbeskopf;72315006.0
Minderlittgen;7231085;Wittlich-Land;72315008.0
Minheim;7231086;Bernkastel-Kues;72315001.0
Monzelfeld;7231087;Bernkastel-Kues;72315001.0
Mülheim an der Mosel;7231090;Bernkastel-Kues;72315001.0
Musweiler;7231091;Wittlich-Land;72315008.0
Neumagen-Dhron;7231092;Bernkastel-Kues;72315001.0
Neunkirchen;7231093;Thalfang am Erbeskopf;72315006.0
Niederöfflingen;7231095;Wittlich-Land;72315008.0
Niederscheidweiler;7231096;Wittlich-Land;72315008.0
Oberöfflingen;7231100;Wittlich-Land;72315008.0
Oberscheidweiler;7231101;Wittlich-Land;72315008.0
Osann-Monzel;7231103;Wittlich-Land;72315008.0
Pantenburg;7231104;Wittlich-Land;72315008.0
Piesport;7231105;Bernkastel-Kues;72315001.0
Platten;7231107;Wittlich-Land;72315008.0
Plein;7231108;Wittlich-Land;72315008.0
Reil;7231110;Traben-Trarbach;72315009.0
Rivenich;7231111;Wittlich-Land;72315008.0
Rorodt;7231112;Thalfang am Erbeskopf;72315006.0
Salmtal;7231113;Wittlich-Land;72315008.0
Schladt;7231114;Wittlich-Land;72315008.0
Schönberg;7231115;Thalfang am Erbeskopf;72315006.0
Schwarzenborn;7231116;Wittlich-Land;72315008.0
Sehlem;7231117;Wittlich-Land;72315008.0
Starkenburg;7231120;Traben-Trarbach;72315009.0
Talling;7231122;Thalfang am Erbeskopf;72315006.0
Thalfang;7231123;Thalfang am Erbeskopf;72315006.0
Traben-Trarbach, Stadt;7231124;Traben-Trarbach;72315009.0
Ürzig;7231125;Bernkastel-Kues;72315001.0
Veldenz;7231126;Bernkastel-Kues;72315001.0
Wallscheid;7231127;Wittlich-Land;72315008.0
Willwerscheid;7231132;Traben-Trarbach;72315009.0
Wintrich;7231133;Bernkastel-Kues;72315001.0
Wittlich, Stadt;7231134;Wittlich, Stadt;72310134.0
Zeltingen-Rachtig;7231136;Bernkastel-Kues;72315001.0
Breit;7231202;Thalfang am Erbeskopf;72315006.0
Büdlich;7231203;Thalfang am Erbeskopf;72315006.0
Heidenburg;7231204;Thalfang am Erbeskopf;72315006.0
Lötzbeuren;7231206;Traben-Trarbach;72315009.0
Irmenach;7231501;Traben-Trarbach;72315009.0
Morbach;7231502;Morbach;72310502.0
Landscheid;7231503;Wittlich-Land;72315008.0
Niersbach;7231504;Wittlich-Land;72315008.0
Affler;7232001;Südeifel;72325005.0
Alsdorf;7232002;Südeifel;72325005.0
Altscheid;7232003;Südeifel;72325005.0
Ammeldingen an der Our;7232004;Südeifel;72325005.0
Ammeldingen bei Neuerburg;7232005;Südeifel;72325005.0
Auw an der Kyll;7232006;Speicher;72325007.0
Badem;7232007;Bitburger Land;72325008.0
Bauler;7232008;Südeifel;72325005.0
Baustert;7232009;Bitburger Land;72325008.0
Beilingen;7232010;Speicher;72325007.0
Berkoth;7232011;Südeifel;72325005.0
Berscheid;7232012;Südeifel;72325005.0
Bettingen;7232013;Bitburger Land;72325008.0
Bickendorf;7232014;Bitburger Land;72325008.0
Biersdorf am See;7232015;Bitburger Land;72325008.0
Biesdorf;7232016;Südeifel;72325005.0
Birtlingen;7232017;Bitburger Land;72325008.0
Bitburg, Stadt;7232018;Bitburg, Stadt;72320018.0
Bollendorf;7232019;Südeifel;72325005.0
Brecht;7232020;Bitburger Land;72325008.0
Burg;7232022;Südeifel;72325005.0
Dahlem;7232024;Bitburger Land;72325008.0
Dauwelshausen;7232025;Südeifel;72325005.0
Dockendorf;7232026;Bitburger Land;72325008.0
Dudeldorf;7232027;Bitburger Land;72325008.0
Echternacherbrück;7232028;Südeifel;72325005.0
Echtershausen;7232029;Bitburger Land;72325008.0
Ehlenz;7232030;Bitburger Land;72325008.0
Emmelbaum;7232031;Südeifel;72325005.0
Enzen;7232032;Bitburger Land;72325008.0
Ernzen;7232033;Südeifel;72325005.0
Eßlingen;7232034;Bitburger Land;72325008.0
Etteldorf;7232035;Bitburger Land;72325008.0
Feilsdorf;7232036;Bitburger Land;72325008.0
Ferschweiler;7232037;Südeifel;72325005.0
Fischbach-Oberraden;7232038;Südeifel;72325005.0
Fließem;7232039;Bitburger Land;72325008.0
Geichlingen;7232040;Südeifel;72325005.0
Gemünd;7232041;Südeifel;72325005.0
Gentingen;7232042;Südeifel;72325005.0
Gindorf;7232043;Bitburger Land;72325008.0
Gondorf;7232044;Bitburger Land;72325008.0
Halsdorf;7232045;Bitburger Land;72325008.0
Hamm;7232046;Bitburger Land;72325008.0
Heilbach;7232047;Südeifel;72325005.0
Heilenbach;7232048;Bitburger Land;72325008.0
Herbstmühle;7232049;Südeifel;72325005.0
Herforst;7232050;Speicher;72325007.0
Holsthum;7232053;Südeifel;72325005.0
Hommerdingen;7232054;Südeifel;72325005.0
Hosten;7232055;Speicher;72325007.0
Hütten;7232056;Südeifel;72325005.0
Hütterscheid;7232057;Bitburger Land;72325008.0
Hüttingen an der Kyll;7232058;Bitburger Land;72325008.0
Hüttingen bei Lahr;7232059;Südeifel;72325005.0
Idenheim;7232060;Bitburger Land;72325008.0
Idesheim;7232061;Bitburger Land;72325008.0
Ingendorf;7232062;Bitburger Land;72325008.0
Irrel;7232063;Südeifel;72325005.0
Karlshausen;7232064;Südeifel;72325005.0
Kaschenbach;7232065;Südeifel;72325005.0
Keppeshausen;7232066;Südeifel;72325005.0
Körperich;7232067;Südeifel;72325005.0
Koxhausen;7232068;Südeifel;72325005.0
Kruchten;7232069;Südeifel;72325005.0
Kyllburg, Stadt;7232070;Bitburger Land;72325008.0
Kyllburgweiler;7232071;Bitburger Land;72325008.0
Lahr;7232072;Südeifel;72325005.0
Leimbach;7232073;Südeifel;72325005.0
Ließem;7232074;Bitburger Land;72325008.0
Malberg;7232075;Bitburger Land;72325008.0
Malbergweich;7232076;Bitburger Land;72325008.0
Meckel;7232077;Bitburger Land;72325008.0
Menningen;7232078;Südeifel;72325005.0
Messerich;7232079;Bitburger Land;72325008.0
Mettendorf;7232080;Südeifel;72325005.0
Metterich;7232081;Bitburger Land;72325008.0
Minden;7232082;Südeifel;72325005.0
Mülbach;7232083;Bitburger Land;72325008.0
Muxerath;7232084;Südeifel;72325005.0
Nasingen;7232085;Südeifel;72325005.0
Nattenheim;7232086;Bitburger Land;72325008.0
Neidenbach;7232087;Bitburger Land;72325008.0
Neuerburg, Stadt;7232088;Südeifel;72325005.0
Niedergeckler;7232089;Südeifel;72325005.0
Niederraden;7232090;Südeifel;72325005.0
Niederstedem;7232091;Bitburger Land;72325008.0
Niederweiler;7232092;Bitburger Land;72325008.0
Niederweis;7232093;Südeifel;72325005.0
Niehl;7232094;Südeifel;72325005.0
Nusbaum;7232095;Südeifel;72325005.0
Obergeckler;7232096;Südeifel;72325005.0
Oberstedem;7232097;Bitburger Land;72325008.0
Oberweiler;7232098;Bitburger Land;72325008.0
Oberweis;7232099;Bitburger Land;72325008.0
Olsdorf;7232100;Bitburger Land;72325008.0
Orsfeld;7232101;Bitburger Land;72325008.0
Utscheid;7232102;Südeifel;72325005.0
Peffingen;7232103;Südeifel;72325005.0
Philippsheim;7232104;Speicher;72325007.0
Pickließem;7232105;Bitburger Land;72325008.0
Plascheid;7232106;Südeifel;72325005.0
Preist;7232107;Speicher;72325007.0
Prümzurlay;7232108;Südeifel;72325005.0
Rittersdorf;7232109;Bitburger Land;72325008.0
Rodershausen;7232110;Südeifel;72325005.0
Röhl;7232111;Bitburger Land;72325008.0
Roth an der Our;7232112;Südeifel;72325005.0
Sankt Thomas;7232113;Bitburger Land;72325008.0
Schankweiler;7232114;Südeifel;72325005.0
Scharfbillig;7232115;Bitburger Land;72325008.0
Scheitenkorb;7232116;Südeifel;72325005.0
Scheuern;7232117;Südeifel;72325005.0
Schleid;7232118;Bitburger Land;72325008.0
Seffern;7232119;Bitburger Land;72325008.0
Sefferweich;7232120;Bitburger Land;72325008.0
Sevenig bei Neuerburg;7232121;Südeifel;72325005.0
Sinspelt;7232122;Südeifel;72325005.0
Speicher, Stadt;7232123;Speicher;72325007.0
Stockem;7232124;Bitburger Land;72325008.0
Sülm;7232125;Bitburger Land;72325008.0
Trimport;7232126;Bitburger Land;72325008.0
Übereisenbach;7232127;Südeifel;72325005.0
Uppershausen;7232128;Südeifel;72325005.0
Usch;7232129;Bitburger Land;72325008.0
Waldhof-Falkenstein;7232130;Südeifel;72325005.0
Wallendorf;7232131;Südeifel;72325005.0
Weidingen;7232132;Südeifel;72325005.0
Wettlingen;7232133;Bitburger Land;72325008.0
Wiersdorf;7232134;Bitburger Land;72325008.0
Wilsecker;7232135;Bitburger Land;72325008.0
Wolsfeld;7232137;Bitburger Land;72325008.0
Zweifelscheid;7232138;Südeifel;72325005.0
Arzfeld;7232201;Arzfeld;72325001.0
Auw bei Prüm;7232202;Prüm;72325006.0
Balesfeld;7232203;Bitburger Land;72325008.0
Bleialf;7232206;Prüm;72325006.0
Brandscheid;7232207;Prüm;72325006.0
Buchet;7232208;Prüm;72325006.0
Büdesheim;7232209;Prüm;72325006.0
Burbach;7232210;Bitburger Land;72325008.0
Dackscheid;7232211;Arzfeld;72325001.0
Dahnen;7232212;Arzfeld;72325001.0
Daleiden;7232213;Arzfeld;72325001.0
Dasburg;7232214;Arzfeld;72325001.0
Dingdorf;7232216;Prüm;72325006.0
Eilscheid;7232217;Arzfeld;72325001.0
Eisenach;7232218;Südeifel;72325005.0
Eschfeld;7232220;Arzfeld;72325001.0
Euscheid;7232221;Arzfeld;72325001.0
Feuerscheid;7232222;Prüm;72325006.0
Fleringen;7232223;Prüm;72325006.0
Giesdorf;7232224;Prüm;72325006.0
Gilzem;7232225;Südeifel;72325005.0
Weinsheim;7232226;Prüm;72325006.0
Gondenbrett;7232227;Prüm;72325006.0
Gransdorf;7232228;Bitburger Land;72325008.0
Großkampenberg;7232229;Arzfeld;72325001.0
Großlangenfeld;7232230;Prüm;72325006.0
Habscheid;7232231;Prüm;72325006.0
Hargarten;7232233;Arzfeld;72325001.0
Harspelt;7232234;Arzfeld;72325001.0
Heckhuscheid;7232236;Prüm;72325006.0
Heisdorf;7232238;Prüm;72325006.0
Herzfeld;7232240;Arzfeld;72325001.0
Irrhausen;7232245;Arzfeld;72325001.0
Jucken;7232246;Arzfeld;72325001.0
Kesfeld;7232247;Arzfeld;72325001.0
Kickeshausen;7232248;Arzfeld;72325001.0
Kinzenburg;7232249;Arzfeld;72325001.0
Kleinlangenfeld;7232250;Prüm;72325006.0
Krautscheid;7232253;Arzfeld;72325001.0
Lambertsberg;7232254;Arzfeld;72325001.0
Lascheid;7232255;Arzfeld;72325001.0
Lasel;7232256;Prüm;72325006.0
Lauperath;7232258;Arzfeld;72325001.0
Leidenborn;7232259;Arzfeld;72325001.0
Lichtenborn;7232260;Arzfeld;72325001.0
Lierfeld;7232261;Arzfeld;72325001.0
Lünebach;7232262;Arzfeld;72325001.0
Lützkampen;7232263;Arzfeld;72325001.0
Manderscheid;7232264;Arzfeld;72325001.0
Masthorn;7232265;Prüm;72325006.0
Matzerath;7232266;Prüm;72325006.0
Mauel;7232267;Arzfeld;72325001.0
Merlscheid;7232270;Arzfeld;72325001.0
Mützenich;7232271;Prüm;72325006.0
Neuendorf;7232272;Prüm;72325006.0
Neuheilenbach;7232273;Bitburger Land;72325008.0
Niederlauch;7232276;Prüm;72325006.0
Niederpierscheid;7232277;Arzfeld;72325001.0
Nimshuscheid;7232279;Prüm;72325006.0
Nimsreuland;7232280;Prüm;72325006.0
Oberkail;7232282;Bitburger Land;72325008.0
Oberlascheid;7232283;Prüm;72325006.0
Oberlauch;7232284;Prüm;72325006.0
Oberpierscheid;7232285;Arzfeld;72325001.0
Olmscheid;7232287;Arzfeld;72325001.0
Olzheim;7232288;Prüm;72325006.0
Orenhofen;7232289;Speicher;72325007.0
Orlenbach;7232290;Prüm;72325006.0
Pintesfeld;7232291;Arzfeld;72325001.0
Pittenbach;7232292;Prüm;72325006.0
Plütscheid;7232293;Arzfeld;72325001.0
Preischeid;7232294;Arzfeld;72325001.0
Pronsfeld;7232295;Prüm;72325006.0
Prüm, Stadt;7232296;Prüm;72325006.0
Reiff;7232297;Arzfeld;72325001.0
Reipeldingen;7232298;Arzfeld;72325001.0
Rommersheim;7232300;Prüm;72325006.0
Roscheid;7232301;Arzfeld;72325001.0
Roth bei Prüm;7232302;Prüm;72325006.0
Schönecken;7232304;Prüm;72325006.0
Schwirzheim;7232305;Prüm;72325006.0
Seinsfeld;7232306;Bitburger Land;72325008.0
Seiwerath;7232307;Prüm;72325006.0
Sellerich;7232308;Prüm;72325006.0
Sengerich;7232309;Arzfeld;72325001.0
Sevenig (Our);7232310;Arzfeld;72325001.0
Spangdahlem;7232311;Speicher;72325007.0
Steinborn;7232313;Bitburger Land;72325008.0
Strickscheid;7232315;Arzfeld;72325001.0
Wallersheim;7232318;Prüm;72325006.0
Watzerath;7232320;Prüm;72325006.0
Wawern;7232321;Prüm;72325006.0
Waxweiler;7232322;Arzfeld;72325001.0
Winringen;7232327;Prüm;72325006.0
Winterscheid;7232328;Prüm;72325006.0
Winterspelt;7232329;Prüm;72325006.0
Zendscheid;7232331;Bitburger Land;72325008.0
Hersdorf;7232332;Prüm;72325006.0
Üttfeld;7232333;Arzfeld;72325001.0
Wißmannsdorf;7232501;Bitburger Land;72325008.0
Brimingen;7232502;Bitburger Land;72325008.0
Basberg;7233002;Gerolstein;72335006.0
Beinhausen;7233003;Kelberg;72335004.0
Berlingen;7233004;Gerolstein;72335006.0
Berndorf;7233005;Gerolstein;72335006.0
Betteldorf;7233006;Daun;72335001.0
Birgel;7233007;Gerolstein;72335006.0
Bleckhausen;7233008;Daun;72335001.0
Boxberg;7233010;Kelberg;72335004.0
Brockscheid;7233011;Daun;72335001.0
Darscheid;7233014;Daun;72335001.0
Demerath;7233016;Daun;72335001.0
Deudesfeld;7233017;Daun;72335001.0
Dockweiler;7233018;Daun;72335001.0
Dohm-Lammersdorf;7233019;Gerolstein;72335006.0
Dreis-Brück;7233020;Daun;72335001.0
Ellscheid;7233021;Daun;72335001.0
Esch;7233022;Gerolstein;72335006.0
Feusdorf;7233023;Gerolstein;72335006.0
Gefell;7233025;Daun;72335001.0
Gerolstein, Stadt;7233026;Gerolstein;72335006.0
Gillenfeld;7233027;Daun;72335001.0
Gönnersdorf;7233028;Gerolstein;72335006.0
Hillesheim, Stadt;7233029;Gerolstein;72335006.0
Hinterweiler;7233030;Daun;72335001.0
Hörscheid;7233031;Daun;72335001.0
Hörschhausen;7233032;Kelberg;72335004.0
Hohenfels-Essingen;7233033;Gerolstein;72335006.0
Immerath;7233034;Daun;72335001.0
Jünkerath;7233035;Gerolstein;72335006.0
Kalenborn-Scheuern;7233036;Gerolstein;72335006.0
Katzwinkel;7233037;Kelberg;72335004.0
Kerpen (Eifel);7233038;Gerolstein;72335006.0
Kirchweiler;7233039;Daun;72335001.0
Kradenbach;7233040;Daun;72335001.0
Lissendorf;7233041;Gerolstein;72335006.0
Mehren;7233042;Daun;72335001.0
Meisburg;7233043;Daun;72335001.0
Mückeln;7233046;Daun;72335001.0
Neichen;7233048;Kelberg;72335004.0
Nerdlen;7233049;Daun;72335001.0
Neroth;7233050;Gerolstein;72335006.0
Niederstadtfeld;7233052;Daun;72335001.0
Oberbettingen;7233053;Gerolstein;72335006.0
Oberehe-Stroheich;7233054;Gerolstein;72335006.0
Oberstadtfeld;7233055;Daun;72335001.0
Pelm;7233056;Gerolstein;72335006.0
Rockeskyll;7233058;Gerolstein;72335006.0
Salm;7233060;Gerolstein;72335006.0
Sarmersbach;7233061;Daun;72335001.0
Saxler;7233062;Daun;72335001.0
Schalkenmehren;7233063;Daun;72335001.0
Schönbach;7233064;Daun;72335001.0
Schutz;7233065;Daun;72335001.0
Steineberg;7233067;Daun;72335001.0
Steiningen;7233068;Daun;72335001.0
Strohn;7233070;Daun;72335001.0
Strotzbüsch;7233071;Daun;72335001.0
Udler;7233074;Daun;72335001.0
Üdersdorf;7233075;Daun;72335001.0
Üxheim;7233076;Gerolstein;72335006.0
Utzerath;7233077;Daun;72335001.0
Wallenborn;7233079;Daun;72335001.0
Walsdorf;7233080;Gerolstein;72335006.0
Weidenbach;7233081;Daun;72335001.0
Wiesbaum;7233083;Gerolstein;72335006.0
Winkel (Eifel);7233084;Daun;72335001.0
Arbach;7233201;Kelberg;72335004.0
Bereborn;7233202;Kelberg;72335004.0
Berenbach;7233203;Kelberg;72335004.0
Birresborn;7233204;Gerolstein;72335006.0
Bodenbach;7233205;Kelberg;72335004.0
Bongard;7233206;Kelberg;72335004.0
Borler;7233207;Kelberg;72335004.0
Brücktal;7233208;Kelberg;72335004.0
Densborn;7233209;Gerolstein;72335006.0
Drees;7233210;Kelberg;72335004.0
Duppach;7233211;Gerolstein;72335006.0
Gelenberg;7233212;Kelberg;72335004.0
Gunderath;7233213;Kelberg;72335004.0
Hallschlag;7233214;Gerolstein;72335006.0
Höchstberg;7233215;Kelberg;72335004.0
Horperath;7233216;Kelberg;72335004.0
Kaperich;7233217;Kelberg;72335004.0
Kelberg;7233218;Kelberg;72335004.0
Kerschenbach;7233219;Gerolstein;72335006.0
Kirsbach;7233220;Kelberg;72335004.0
Kötterichen;7233221;Kelberg;72335004.0
Kolverath;7233222;Kelberg;72335004.0
Kopp;7233223;Gerolstein;72335006.0
Lirstal;7233224;Kelberg;72335004.0
Mannebach;7233225;Kelberg;72335004.0
Mosbruch;7233226;Kelberg;72335004.0
Mürlenbach;7233227;Gerolstein;72335006.0
Nitz;7233228;Kelberg;72335004.0
Nohn;7233229;Gerolstein;72335006.0
Oberelz;7233230;Kelberg;72335004.0
Ormont;7233232;Gerolstein;72335006.0
Reimerath;7233233;Kelberg;72335004.0
Retterath;7233234;Kelberg;72335004.0
Reuth;7233235;Gerolstein;72335006.0
Sassen;7233236;Kelberg;72335004.0
Scheid;7233237;Gerolstein;72335006.0
Schüller;7233239;Gerolstein;72335006.0
Stadtkyll;7233240;Gerolstein;72335006.0
Steffeln;7233241;Gerolstein;72335006.0
Uersfeld;7233242;Kelberg;72335004.0
Ueß;7233243;Kelberg;72335004.0
Welcherath;7233244;Kelberg;72335004.0
Daun, Stadt;7233501;Daun;72335001.0
Aach;7235001;Trier-Land;72355007.0
Ayl;7235002;Saarburg-Kell;72355008.0
Baldringen;7235003;Saarburg-Kell;72355008.0
Bekond;7235004;Schweich an der Römischen Weinstraße;72355006.0
Bescheid;7235005;Hermeskeil;72355001.0
Beuren (Hochwald);7235008;Hermeskeil;72355001.0
Bonerath;7235010;Ruwer;72355004.0
Damflos;7235014;Hermeskeil;72355001.0
Detzem;7235015;Schweich an der Römischen Weinstraße;72355006.0
Ensch;7235019;Schweich an der Römischen Weinstraße;72355006.0
Farschweiler;7235021;Ruwer;72355004.0
Fell;7235022;Schweich an der Römischen Weinstraße;72355006.0
Fisch;7235025;Saarburg-Kell;72355008.0
Föhren;7235026;Schweich an der Römischen Weinstraße;72355006.0
Franzenheim;7235027;Trier-Land;72355007.0
Freudenburg;7235028;Saarburg-Kell;72355008.0
Geisfeld;7235030;Hermeskeil;72355001.0
Greimerath;7235033;Saarburg-Kell;72355008.0
Grimburg;7235035;Hermeskeil;72355001.0
Gusenburg;7235036;Hermeskeil;72355001.0
Gusterath;7235037;Ruwer;72355004.0
Gutweiler;7235038;Ruwer;72355004.0
Heddert;7235040;Saarburg-Kell;72355008.0
Hentern;7235043;Saarburg-Kell;72355008.0
Herl;7235044;Ruwer;72355004.0
Hermeskeil, Stadt;7235045;Hermeskeil;72355001.0
Hinzenburg;7235046;Ruwer;72355004.0
Hinzert-Pölert;7235047;Hermeskeil;72355001.0
Hockweiler;7235048;Trier-Land;72355007.0
Holzerath;7235050;Ruwer;72355004.0
Igel;7235051;Trier-Land;72355007.0
Irsch;7235052;Saarburg-Kell;72355008.0
Kanzem;7235055;Konz;72355003.0
Kasel;7235056;Ruwer;72355004.0
Kastel-Staadt;7235057;Saarburg-Kell;72355008.0
Kell am See;7235058;Saarburg-Kell;72355008.0
Kenn;7235060;Schweich an der Römischen Weinstraße;72355006.0
Kirf;7235062;Saarburg-Kell;72355008.0
Klüsserath;7235063;Schweich an der Römischen Weinstraße;72355006.0
Köwerich;7235067;Schweich an der Römischen Weinstraße;72355006.0
Konz, Stadt;7235068;Konz;72355003.0
Kordel;7235069;Trier-Land;72355007.0
Korlingen;7235070;Ruwer;72355004.0
Lampaden;7235072;Saarburg-Kell;72355008.0
Langsur;7235073;Trier-Land;72355007.0
Leiwen;7235074;Schweich an der Römischen Weinstraße;72355006.0
Longen;7235077;Schweich an der Römischen Weinstraße;72355006.0
Longuich;7235078;Schweich an der Römischen Weinstraße;72355006.0
Lorscheid;7235080;Ruwer;72355004.0
Mandern;7235081;Saarburg-Kell;72355008.0
Mannebach;7235082;Saarburg-Kell;72355008.0
Mehring;7235083;Schweich an der Römischen Weinstraße;72355006.0
Mertesdorf;7235085;Ruwer;72355004.0
Morscheid;7235090;Ruwer;72355004.0
Naurath (Eifel);7235091;Schweich an der Römischen Weinstraße;72355006.0
Naurath (Wald);7235092;Hermeskeil;72355001.0
Neuhütten;7235093;Hermeskeil;72355001.0
Newel;7235094;Trier-Land;72355007.0
Nittel;7235095;Konz;72355003.0
Oberbillig;7235096;Konz;72355003.0
Ockfen;7235098;Saarburg-Kell;72355008.0
Ollmuth;7235100;Ruwer;72355004.0
Onsdorf;7235101;Konz;72355003.0
Osburg;7235103;Ruwer;72355004.0
Palzem;7235104;Saarburg-Kell;72355008.0
Paschel;7235105;Saarburg-Kell;72355008.0
Pellingen;7235106;Konz;72355003.0
Pluwig;7235107;Ruwer;72355004.0
Pölich;7235108;Schweich an der Römischen Weinstraße;72355006.0
Ralingen;7235111;Trier-Land;72355007.0
Rascheid;7235112;Hermeskeil;72355001.0
Reinsfeld;7235114;Hermeskeil;72355001.0
Riol;7235115;Schweich an der Römischen Weinstraße;72355006.0
Riveris;7235116;Ruwer;72355004.0
Saarburg, Stadt;7235118;Saarburg-Kell;72355008.0
Schillingen;7235119;Saarburg-Kell;72355008.0
Schleich;7235120;Schweich an der Römischen Weinstraße;72355006.0
Schoden;7235122;Saarburg-Kell;72355008.0
Schömerich;7235123;Saarburg-Kell;72355008.0
Schöndorf;7235124;Ruwer;72355004.0
Schweich, Stadt;7235125;Schweich an der Römischen Weinstraße;72355006.0
Serrig;7235126;Saarburg-Kell;72355008.0
Sommerau;7235129;Ruwer;72355004.0
Taben-Rodt;7235131;Saarburg-Kell;72355008.0
Tawern;7235132;Konz;72355003.0
Temmels;7235133;Konz;72355003.0
Thörnich;7235134;Schweich an der Römischen Weinstraße;72355006.0
Thomm;7235135;Ruwer;72355004.0
Trassem;7235136;Saarburg-Kell;72355008.0
Trierweiler;7235137;Trier-Land;72355007.0
